approach,system,steps,min_total_core,max_total_core,resources,classes,sla
BNV1-0.5,system_286,34,78.5,78.5,10,25,450.0
BNV2-2.0,system_286,23,74.2,80.0,10,25,450.0
BNV2-4.0,system_286,12,78.5,90.0,10,25,450.0
BNV2-1.0,system_286,30,74.2,78.0,10,25,450.0
AMPL,system_286,0,70.72,0,10,25,450.0
BNV1-4.0,system_287,3,186.0,186.0,10,25,450.0
BNV1-2.0,system_287,23,146.0,146.0,10,25,450.0
BNV1-1.0,system_287,67,141.0,141.0,10,25,450.0
BNV1-0.5,system_287,134,137.0,137.0,10,25,450.0
BNV2-2.0,system_287,45,128.7,138.0,10,25,450.0
BNV2-4.0,system_287,34,132.7,146.0,10,25,450.0
BNV2-1.0,system_287,89,129.6,138.0,10,25,450.0
AMPL,system_287,0,122.38,0,10,25,450.0
BNV1-4.0,system_288,5,186.0,186.0,10,25,450.0
BNV1-2.0,system_288,7,116.0,116.0,10,25,450.0
BNV1-1.0,system_288,23,108.0,108.0,10,25,450.0
BNV1-0.5,system_288,51,108.2,108.2,10,25,450.0
BNV2-2.0,system_288,30,105.9,110.0,10,25,450.0
BNV2-4.0,system_288,14,103.7,110.0,10,25,450.0
BNV2-1.0,system_288,49,102.3,108.0,10,25,450.0
AMPL,system_288,0,95.44,0,10,25,450.0
BNV1-4.0,system_289,4,142.0,142.0,10,25,450.0
BNV1-2.0,system_289,4,78.0,78.0,10,25,450.0
BNV1-1.0,system_289,6,52.0,52.0,10,25,450.0
BNV1-0.5,system_289,17,45.0,45.0,10,25,450.0
BNV2-2.0,system_289,8,46.1,50.0,10,25,450.0
BNV2-4.0,system_289,8,67.3,82.0,10,25,450.0
BNV2-1.0,system_289,12,45.3,47.0,10,25,450.0
AMPL,system_289,0,39.71,0,10,25,450.0
BNV1-4.0,system_290,4,194.0,194.0,10,25,450.0
BNV1-2.0,system_290,9,122.0,122.0,10,25,450.0
BNV1-1.0,system_290,19,95.0,95.0,10,25,450.0
BNV1-0.5,system_290,46,94.0,94.0,10,25,450.0
BNV2-2.0,system_290,22,87.7,94.0,10,25,450.0
BNV2-4.0,system_290,12,90.3,102.0,10,25,450.0
BNV2-1.0,system_290,46,87.8,95.0,10,25,450.0
AMPL,system_290,0,80.60,0,10,25,450.0
BNV1-4.0,system_291,4,170.0,170.0,10,25,450.0
BNV1-2.0,system_291,7,106.0,106.0,10,25,450.0
BNV1-1.0,system_291,11,76.0,76.0,10,25,450.0
BNV1-0.5,system_291,25,71.1,71.1,10,25,450.0
BNV2-2.0,system_291,10,67.0,70.0,10,25,450.0
BNV2-4.0,system_291,8,74.6,82.0,10,25,450.0
BNV2-1.0,system_291,21,70.4,73.0,10,25,450.0
AMPL,system_291,0,62.57,0,10,25,450.0
BNV1-4.0,system_292,5,178.0,178.0,10,25,450.0
BNV1-2.0,system_292,10,112.0,112.0,10,25,450.0
BNV1-1.0,system_292,22,93.0,93.0,10,25,450.0
BNV1-0.5,system_292,54,92.4,92.4,10,25,450.0
BNV2-2.0,system_292,22,89.8,94.0,10,25,450.0
BNV2-4.0,system_292,7,91.0,94.0,10,25,450.0
BNV2-1.0,system_292,48,89.6,95.0,10,25,450.0
AMPL,system_292,0,81.50,0,10,25,450.0
BNV1-4.0,system_293,3,154.0,154.0,10,25,450.0
BNV1-2.0,system_293,6,96.0,96.0,10,25,450.0
BNV1-1.0,system_293,17,80.0,80.0,10,25,450.0
BNV1-0.5,system_293,37,76.0,76.0,10,25,450.0
BNV2-2.0,system_293,14,76.1,78.0,10,25,450.0
BNV2-4.0,system_293,6,77.0,82.0,10,25,450.0
BNV2-1.0,system_293,28,74.3,76.0,10,25,450.0
AMPL,system_293,0,67.73,0,10,25,450.0
BNV1-4.0,system_294,4,162.0,162.0,10,25,450.0
BNV1-2.0,system_294,5,96.0,96.0,10,25,450.0
BNV1-1.0,system_294,9,71.0,71.0,10,25,450.0
BNV1-0.5,system_294,18,57.0,57.0,10,25,450.0
BNV2-2.0,system_294,14,56.0,62.0,10,25,450.0
BNV2-4.0,system_294,9,64.5,78.0,10,25,450.0
BNV2-1.0,system_294,13,57.0,58.0,10,25,450.0
AMPL,system_294,0,50.92,0,10,25,450.0
BNV1-4.0,system_295,7,150.0,150.0,10,25,450.0
BNV1-2.0,system_295,14,102.0,102.0,10,25,450.0
BNV1-1.0,system_295,34,87.0,87.0,10,25,450.0
BNV1-0.5,system_295,76,81.8,81.8,10,25,450.0
BNV2-2.0,system_295,34,73.9,86.0,10,25,450.0
BNV2-4.0,system_295,16,80.5,94.0,10,25,450.0
BNV2-1.0,system_295,45,78.5,83.0,10,25,450.0
AMPL,system_295,0,55.15,0,10,25,450.0
BNV1-4.0,system_296,3,186.0,186.0,10,25,450.0
BNV1-2.0,system_296,5,108.0,108.0,10,25,450.0
BNV1-1.0,system_296,10,81.0,81.0,10,25,450.0
BNV1-0.5,system_296,32,79.5,79.5,10,25,450.0
BNV2-2.0,system_296,14,75.9,78.0,10,25,450.0
BNV2-4.0,system_296,8,78.3,82.0,10,25,450.0
BNV2-1.0,system_296,23,78.7,80.0,10,25,450.0
AMPL,system_296,0,69.92,0,10,25,450.0
BNV1-4.0,system_297,6,162.0,162.0,10,25,450.0
BNV1-2.0,system_297,13,104.0,104.0,10,25,450.0
BNV1-1.0,system_297,21,78.0,78.0,10,25,450.0
BNV1-0.5,system_297,40,74.5,74.5,10,25,450.0
BNV2-2.0,system_297,18,71.1,78.0,10,25,450.0
BNV2-4.0,system_297,12,77.3,94.0,10,25,450.0
BNV2-1.0,system_297,29,70.1,75.0,10,25,450.0
AMPL,system_297,0,64.03,0,10,25,450.0
BNV1-4.0,system_298,4,182.0,182.0,10,25,450.0
BNV1-2.0,system_298,6,110.0,110.0,10,25,450.0
BNV1-1.0,system_298,14,77.0,77.0,10,25,450.0
BNV1-0.5,system_298,37,69.3,69.3,10,25,450.0
BNV2-2.0,system_298,17,67.7,72.0,10,25,450.0
BNV2-4.0,system_298,10,67.0,82.0,10,25,450.0
BNV2-1.0,system_298,29,66.6,72.0,10,25,450.0
AMPL,system_298,0,57.64,0,10,25,450.0
BNV1-4.0,system_299,4,166.0,166.0,10,25,450.0
BNV1-2.0,system_299,8,98.0,98.0,10,25,450.0
BNV1-1.0,system_299,24,79.0,79.0,10,25,450.0
BNV1-0.5,system_299,66,75.4,75.4,10,25,450.0
BNV2-2.0,system_299,25,74.8,78.0,10,25,450.0
BNV2-4.0,system_299,10,75.1,90.0,10,25,450.0
BNV2-1.0,system_299,40,71.7,76.0,10,25,450.0
AMPL,system_299,0,66.86,0,10,25,450.0
BNV1-4.0,system_300,5,174.0,174.0,10,25,450.0
BNV1-2.0,system_300,7,104.0,104.0,10,25,450.0
BNV1-1.0,system_300,21,82.0,82.0,10,25,450.0
BNV1-0.5,system_300,55,81.3,81.3,10,25,450.0
BNV2-2.0,system_300,23,78.1,82.0,10,25,450.0
BNV2-4.0,system_300,10,77.1,86.0,10,25,450.0
BNV2-1.0,system_300,41,78.2,82.0,10,25,450.0
AMPL,system_300,0,65.99,0,10,25,450.0
